100
1 1163 6 2995
2 2486 47 2758
3 947 89 3516
4 950 3 2990
5 3164 82 959
6 2638 20 632
7 2140 26 1986
8 3215 52 592
9 3414 42 2235
10 762 1 1011
11 1834 92 227
12 1208 29 3643
13 3472 9 1546
14 2069 98 1674
15 576 94 83
16 222 75 3404
17 69 87 920
18 2183 89 3006
19 1985 44 2823
20 798 72 3581
21 1071 33 756
22 3104 33 281
23 3139 83 1960
24 2406 3 2358
25 1654 11 3477
26 514 8 849
27 145 97 1990
28 897 33 2871
29 1836 9 2439
30 2718 31 1913
31 566 86 3540
32 2617 40 2670
33 2201 80 1343
34 3041 85 539
35 1595 57 2918
36 1139 20 1233
37 3564 29 1622
38 2780 14 2236
39 760 57 2259
40 369 88 2282
41 3570 75 2651
42 2506 42 3557
43 1912 67 850
44 449 80 2313
45 17 35 3244
46 3592 41 2589
47 1791 6 585
48 1702 51 2941
49 449 20 2945
50 3215 78 3411
51 2883 53 2776
52 228 39 2394
53 1362 57 2967
54 3368 26 584
55 2614 73 3473
56 3149 8 706
57 2404 52 3503
58 810 92 2693
59 1776 9 68
60 1350 37 2103
61 56 71 1932
62 3448 12 1534
63 3054 27 3100
64 3416 79 3409
65 983 36 2500
66 3116 91 263
67 461 21 630
68 1015 15 1488
69 3447 65 3294
70 253 100 2071
71 404 59 2669
72 1383 58 2097
73 1003 91 3027
74 1962 72 268
75 1754 24 3031
76 2569 31 2528
77 1259 70 3455
78 2545 2 2412
79 1106 2 2337
80 125 3 1743
81 3539 29 1229
82 824 11 2674
83 1801 50 2206
84 211 80 3234
85 6 50 1429
86 1809 68 3582
87 1635 98 1988
88 2429 7 2012
89 3292 58 1320
90 2229 97 1628
91 1460 71 1607
92 1569 13 2221
93 7 94 2692
94 1813 38 3418
95 2217 51 828
96 3320 3 952
97 381 17 1004
98 47 22 2449
99 1987 50 867
100 2529 87 614
